"Search Key","Name","Description","Account Type","Account Sign","Document Controlled","Summary Level","Default Account","Parent_Value","Element Level","Operands","Show Value Condition","Title Node"
47700,"Hacienda Pública. IVA repercutido","Hacienda Pública. IVA repercutido","Liability","Credit","Y","N","T_DUE_ACCT",4770,"S",,"Algebraic","N"
"P.C.V.7","7. ANTICIPOS DE CLIENTES","7. ANTICIPOS DE CLIENTES","Liability","Credit","N","Y",,"P.C.V","E",,"Algebraic","N"
438,"Anticipos de clientes","Anticipos de clientes","Liability","Credit","N","Y",,"P.C.V.7","C",,"Algebraic","N"
4380,"Anticipos de clientes","Anticipos de clientes","Liability","Credit","N","Y",,438,"D",,"Algebraic","N"
43800,"Anticipos de clientes","Anticipos de clientes","Liability","Credit","N","N",,4380,"S",,"Algebraic","N"
"P.C.VI","VI. PERIODIFICACIONES A CORTO PLAZO","VI. PERIODIFICACIONES A CORTO PLAZO","Liability","Credit","N","Y",,"P.C","E",,"Algebraic","N"
485,"Ingresos anticipados","Ingresos anticipados","Liability","Credit","N","Y",,"P.C.VI","C",,"Algebraic","N"
4850,"Ingresos anticipados","Ingresos anticipados","Liability","Credit","N","Y",,485,"D",,"Algebraic","N"
48500,"Ingresos anticipados","Ingresos anticipados","Liability","Credit","N","N",,4850,"S",,"Algebraic","N"
568,"Intereses cobrados por anticipado","Intereses cobrados por anticipado","Liability","Credit","N","Y",,"P.C.VI","C",,"Algebraic","N"
5680,"Intereses cobrados por anticipado","Intereses cobrados por anticipado","Liability","Credit","N","Y",,568,"D",,"Algebraic","N"
56800,"Intereses cobrados por anticipado","Intereses cobrados por anticipado","Liability","Credit","N","N",,5680,"S",,"Algebraic","N"
"P.C.VII","VII. DEUDA CON CARACTERÍSTICAS ESPECIALES A CORTO PLAZO","VII. DEUDA CON CARACTERÍSTICAS ESPECIALES A CORTO PLAZO","Liability","Credit","N","Y",,"P.C","E",,"Algebraic","N"
502,"Acciones o participaciones a corto plazo consideradas como pasivos financieros ","Acciones o participaciones a corto plazo consideradas como pasivos financieros ","Liability","Credit","N","Y",,"P.C.VII","C",,"Algebraic","N"
5020,"Acciones o participaciones a corto plazo consideradas como pasivos financieros ","Acciones o participaciones a corto plazo consideradas como pasivos financieros ","Liability","Credit","N","Y",,502,"D",,"Algebraic","N"
50200,"Acciones o participaciones a corto plazo consideradas como pasivos financieros ","Acciones o participaciones a corto plazo consideradas como pasivos financieros ","Liability","Credit","N","N",,5020,"S",,"Algebraic","N"
507,"Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividendos de acciones o participaciones consideradas como pasivos financieros","Liability","Credit","N","Y",,"P.C.VII","C",,"Algebraic","N"
5070,"Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividendos de acciones o participaciones consideradas como pasivos financieros","Liability","Credit","N","Y",,507,"D",,"Algebraic","N"
50700,"Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividendos de acciones o participaciones consideradas como pasivos financieros","Liability","Credit","N","N",,5070,"S",,"Algebraic","N"
"P.TOTAL","TOTAL PATRIMONIO NETO Y PASIVO (A + B + C)","TOTAL PATRIMONIO NETO Y PASIVO (A + B + C)","Liability","Credit","N","Y",,"P","E","P.A+P.B+P.C","Algebraic","N"
"PYG","INFORME DE PÉRDIDAS Y GANANCIAS","INFORME DE PÉRDIDAS Y GANANCIAS","Revenue","Credit","N","Y",,,"E",,"Algebraic","N"
"P.G.A","A) OPERACIONES CONTINUADAS","A) OPERACIONES CONTINUADAS","Revenue","Credit","N","Y",,"PYG","E",,"Algebraic","Y"
"P.G.A.1","1. IMPORTE NETO DE LA CIFRA DE NEGOCIOS","1. IMPORTE NETO DE LA CIFRA DE NEGOCIOS","Revenue","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.1.A","A) VENTAS","A) VENTAS","Revenue","Credit","N","Y",,"P.G.A.1","E",,"Algebraic","N"
700,"Ventas de mercaderías","Ventas de mercaderías","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7000,"Ventas de mercaderías","Ventas de mercaderías","Revenue","Credit","N","Y",,700,"D",,"Algebraic","N"
70000,"Ventas de mercaderías","Ventas de mercaderías","Revenue","Credit","Y","N","P_REVENUE_ACCT",7000,"S",,"Algebraic","N"
701,"Ventas de productos terminados","Ventas de productos terminados","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7010,"Ventas de productos terminados","Ventas de productos terminados","Revenue","Credit","N","Y",,701,"D",,"Algebraic","N"
70100,"Ventas de productos terminados","Ventas de productos terminados","Revenue","Credit","N","N",,7010,"S",,"Algebraic","N"
702,"Ventas de productos semiterminados","Ventas de productos semiterminados","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7020,"Ventas de productos semiterminados","Ventas de productos semiterminados","Revenue","Credit","N","Y",,702,"D",,"Algebraic","N"
70200,"Ventas de productos semiterminados","Ventas de productos semiterminados","Revenue","Credit","N","N",,7020,"S",,"Algebraic","N"
703,"Ventas de subproductos y residuos","Ventas de subproductos y residuos","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7030,"Ventas de subproductos y residuos","Ventas de subproductos y residuos","Revenue","Credit","N","Y",,703,"D",,"Algebraic","N"
70300,"Ventas de subproductos y residuos","Ventas de subproductos y residuos","Revenue","Credit","N","N",,7030,"S",,"Algebraic","N"
704,"Ventas de envases y embalajes","Ventas de envases y embalajes","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7040,"Ventas de envases y embalajes","Ventas de envases y embalajes","Revenue","Credit","N","Y",,704,"D",,"Algebraic","N"
70400,"Ventas de envases y embalajes","Ventas de envases y embalajes","Revenue","Credit","N","N",,7040,"S",,"Algebraic","N"
706,"Descuentos sobre ventas por pronto pago","Descuentos sobre ventas por pronto pago","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7060,"Descuentos sobre ventas por pronto pago de mercaderías","Descuentos sobre ventas por pronto pago de mercaderías","Revenue","Credit","N","Y",,706,"D",,"Algebraic","N"
70600,"Descuentos sobre ventas por pronto pago de mercaderías","Descuentos sobre ventas por pronto pago de mercaderías","Revenue","Credit","N","N",,7060,"S",,"Algebraic","N"
7061,"Descuentos sobre ventas por pronto pago de productos terminados","Descuentos sobre ventas por pronto pago de productos terminados","Revenue","Credit","N","Y",,706,"D",,"Algebraic","N"
70610,"Descuentos sobre ventas por pronto pago de productos terminados","Descuentos sobre ventas por pronto pago de productos terminados","Revenue","Credit","N","N",,7061,"S",,"Algebraic","N"
7062,"Descuentos sobre ventas por pronto pago de productos semiterminados","Descuentos sobre ventas por pronto pago de productos semiterminados","Revenue","Credit","N","Y",,706,"D",,"Algebraic","N"
70620,"Descuentos sobre ventas por pronto pago de productos semiterminados","Descuentos sobre ventas por pronto pago de productos semiterminados","Revenue","Credit","N","N",,7062,"S",,"Algebraic","N"
7063,"Descuentos sobre ventas por pronto pago de subproductos y residuos","Descuentos sobre ventas por pronto pago de subproductos y residuos","Revenue","Credit","N","Y",,706,"D",,"Algebraic","N"
70630,"Descuentos sobre ventas por pronto pago de subproductos y residuos","Descuentos sobre ventas por pronto pago de subproductos y residuos","Revenue","Credit","N","N",,7063,"S",,"Algebraic","N"
708,"Devoluciones de ventas y operaciones similares","Devoluciones de ventas y operaciones similares","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7080,"Devoluciones de ventas de mercaderías","Devoluciones de ventas de mercaderías","Revenue","Credit","N","Y",,708,"D",,"Algebraic","N"
70800,"Devoluciones de ventas de mercaderías","Devoluciones de ventas de mercaderías","Revenue","Credit","N","N",,7080,"S",,"Algebraic","N"
7081,"Devoluciones de ventas de productos terminados","Devoluciones de ventas de productos terminados","Revenue","Credit","N","Y",,708,"D",,"Algebraic","N"
70810,"Devoluciones de ventas de productos terminados","Devoluciones de ventas de productos terminados","Revenue","Credit","N","N",,7081,"S",,"Algebraic","N"
7082,"Devoluciones de ventas de productos semiterminados","Devoluciones de ventas de productos semiterminados","Revenue","Credit","N","Y",,708,"D",,"Algebraic","N"
70820,"Devoluciones de ventas de productos semiterminados","Devoluciones de ventas de productos semiterminados","Revenue","Credit","N","N",,7082,"S",,"Algebraic","N"
7083,"Devoluciones de ventas de subproductos y residuos","Devoluciones de ventas de subproductos y residuos","Revenue","Credit","N","Y",,708,"D",,"Algebraic","N"
70830,"Devoluciones de ventas de subproductos y residuos","Devoluciones de ventas de subproductos y residuos","Revenue","Credit","N","N",,7083,"S",,"Algebraic","N"
7084,"Devoluciones de ventas de envases y embalajes","Devoluciones de ventas de envases y embalajes","Revenue","Credit","N","Y",,708,"D",,"Algebraic","N"
70840,"Devoluciones de ventas de envases y embalajes","Devoluciones de ventas de envases y embalajes","Revenue","Credit","N","N",,7084,"S",,"Algebraic","N"
709,"“Rappels” sobre ventas","“Rappels” sobre ventas","Revenue","Credit","N","Y",,"P.G.A.1.A","C",,"Algebraic","N"
7090,"«Rappels» sobre ventas de mercaderías","«Rappels» sobre ventas de mercaderías","Revenue","Credit","N","Y",,709,"D",,"Algebraic","N"
70900,"«Rappels» sobre ventas de mercaderías","«Rappels» sobre ventas de mercaderías","Revenue","Credit","N","N",,7090,"S",,"Algebraic","N"
7091,"“Rappels” sobre ventas de productos terminados","“Rappels” sobre ventas de productos terminados","Revenue","Credit","N","Y",,709,"D",,"Algebraic","N"
70910,"“Rappels” sobre ventas de productos terminados","“Rappels” sobre ventas de productos terminados","Revenue","Credit","N","N",,7091,"S",,"Algebraic","N"
7092,"“Rappels” sobre ventas de productos semiterminados","“Rappels” sobre ventas de productos semiterminados","Revenue","Credit","N","Y",,709,"D",,"Algebraic","N"
70920,"“Rappels” sobre ventas de productos semiterminados","“Rappels” sobre ventas de productos semiterminados","Revenue","Credit","N","N",,7092,"S",,"Algebraic","N"
7093,"“Rappels” sobre ventas de subproductos y residuos","“Rappels” sobre ventas de subproductos y residuos","Revenue","Credit","N","Y",,709,"D",,"Algebraic","N"
70930,"“Rappels” sobre ventas de subproductos y residuos","“Rappels” sobre ventas de subproductos y residuos","Revenue","Credit","N","N",,7093,"S",,"Algebraic","N"
7094,"“Rappels” sobre ventas de envases y embalajes","“Rappels” sobre ventas de envases y embalajes","Revenue","Credit","N","Y",,709,"D",,"Algebraic","N"
70940,"“Rappels” sobre ventas de envases y embalajes","“Rappels” sobre ventas de envases y embalajes","Revenue","Credit","N","N",,7094,"S",,"Algebraic","N"
"P.G.A.1.B","B) PRESTACIONES DE SERVICIOS","B) PRESTACIONES DE SERVICIOS","Revenue","Credit","N","Y",,"P.G.A.1","E",,"Algebraic","N"
705,"Prestaciones de servicios","Prestaciones de servicios","Revenue","Credit","N","Y",,"P.G.A.1.B","C",,"Algebraic","N"
7050,"Prestaciones de servicios","Prestaciones de servicios","Revenue","Credit","N","Y",,705,"D",,"Algebraic","N"
70500,"Prestaciones de servicios","Prestaciones de servicios","Revenue","Credit","N","N",,7050,"S",,"Algebraic","N"
"P.G.A.2","2. VARIACION DE EXISTENCIAS DE PRODUCTOS TERMINADOS Y EN CURSO DE FABRICACION","2. VARIACION DE EXISTENCIAS DE PRODUCTOS TERMINADOS Y EN CURSO DE FABRICACION","Revenue","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"693A","Pérdidas por deterioro de existencias","Pérdidas por deterioro de existencias","Expense","Credit","N","Y",,"P.G.A.2","C",,"Algebraic","N"
6930,"Pérdidas por deterioro de productos terminados y en curso de fabricación","Pérdidas por deterioro de productos terminados y en curso de fabricación","Expense","Credit","N","Y",,"693A","D",,"Algebraic","N"
69300,"Pérdidas por deterioro de productos terminados y en curso de fabricación","Pérdidas por deterioro de productos terminados y en curso de fabricación","Expense","Credit","N","N",,6930,"S",,"Algebraic","N"
710,"Variación de existencias de productos en curso","Variación de existencias de productos en curso","Revenue","Credit","N","Y",,"P.G.A.2","C",,"Algebraic","N"
7100,"Variación de existencias de productos en curso","Variación de existencias de productos en curso","Revenue","Credit","N","Y",,710,"D",,"Algebraic","N"
71000,"Variación de existencias de productos en curso","Variación de existencias de productos en curso","Revenue","Credit","N","N",,7100,"S",,"Algebraic","N"
711,"Variación de existencias de productos semiterminados","Variación de existencias de productos semiterminados","Revenue","Credit","N","Y",,"P.G.A.2","C",,"Algebraic","N"
7110,"Variación de existencias de productos semiterminados","Variación de existencias de productos semiterminados","Revenue","Credit","N","Y",,711,"D",,"Algebraic","N"
71100,"Variación de existencias de productos semiterminados","Variación de existencias de productos semiterminados","Revenue","Credit","N","N",,7110,"S",,"Algebraic","N"
712,"Variación de existencias de productos terminados","Variación de existencias de productos terminados","Revenue","Credit","N","Y",,"P.G.A.2","C",,"Algebraic","N"
7120,"Variación de existencias de productos terminados","Variación de existencias de productos terminados","Revenue","Credit","N","Y",,712,"D",,"Algebraic","N"
71200,"Variación de existencias de productos terminados","Variación de existencias de productos terminados","Revenue","Credit","N","N",,7120,"S",,"Algebraic","N"
713,"Variación de existencias de subproductos.residuos y materiales recuperados","Variación de existencias de subproductos.residuos y materiales recuperados","Revenue","Credit","N","Y",,"P.G.A.2","C",,"Algebraic","N"
7130,"Variación de existencias de subproductos.residuos y materiales recuperados","Variación de existencias de subproductos.residuos y materiales recuperados","Revenue","Credit","N","Y",,713,"D",,"Algebraic","N"
71300,"Variación de existencias de subproductos.residuos y materiales recuperados","Variación de existencias de subproductos.residuos y materiales recuperados","Revenue","Credit","N","N",,7130,"S",,"Algebraic","N"
"793A","Reversión del deterioro de existencias","Reversión del deterioro de existencias","Revenue","Credit","N","Y",,"P.G.A.2","C",,"Algebraic","N"
7930,"Reversión del deterioro de productos terminados y en curso de fabricación","Reversión del deterioro de productos terminados y en curso de fabricación","Revenue","Credit","N","Y",,"793A","D",,"Algebraic","N"
79300,"Reversión del deterioro de productos terminados y en curso de fabricación","Reversión del deterioro de productos terminados y en curso de fabricación","Revenue","Credit","N","N",,7930,"S",,"Algebraic","N"
"P.G.A.3","3. TRABAJOS REALIZADOS POR LA EMPRESA PARA SU ACTIVO","3. TRABAJOS REALIZADOS POR LA EMPRESA PARA SU ACTIVO","Revenue","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
730,"Trabajos realizados para el inmovilizado intangible","Trabajos realizados para el inmovilizado intangible","Revenue","Credit","N","Y",,"P.G.A.3","C",,"Algebraic","N"
7300,"Trabajos realizados para el inmovilizado intangible","Trabajos realizados para el inmovilizado intangible","Revenue","Credit","N","Y",,730,"D",,"Algebraic","N"
73000,"Trabajos realizados para el inmovilizado intangible","Trabajos realizados para el inmovilizado intangible","Revenue","Credit","N","N",,7300,"S",,"Algebraic","N"
731,"Trabajos realizados para el inmovilizado material","Trabajos realizados para el inmovilizado material","Revenue","Credit","N","Y",,"P.G.A.3","C",,"Algebraic","N"
7310,"Trabajos realizados para el inmovilizado material","Trabajos realizados para el inmovilizado material","Revenue","Credit","N","Y",,731,"D",,"Algebraic","N"
73100,"Trabajos realizados para el inmovilizado material","Trabajos realizados para el inmovilizado material","Revenue","Credit","N","N",,7310,"S",,"Algebraic","N"
732,"Trabajos realizados en inversiones inmobiliarias","Trabajos realizados en inversiones inmobiliarias","Revenue","Credit","N","Y",,"P.G.A.3","C",,"Algebraic","N"
7320,"Trabajos realizados en inversiones inmobiliarias","Trabajos realizados en inversiones inmobiliarias","Revenue","Credit","N","Y",,732,"D",,"Algebraic","N"
73200,"Trabajos realizados en inversiones inmobiliarias","Trabajos realizados en inversiones inmobiliarias","Revenue","Credit","N","N",,7320,"S",,"Algebraic","N"
733,"Trabajos realizados para el inmovilizado material en curso","Trabajos realizados para el inmovilizado material en curso","Revenue","Credit","N","Y",,"P.G.A.3","C",,"Algebraic","N"
7330,"Trabajos realizados para el inmovilizado material en curso","Trabajos realizados para el inmovilizado material en curso","Revenue","Credit","N","Y",,733,"D",,"Algebraic","N"
73300,"Trabajos realizados para el inmovilizado material en curso","Trabajos realizados para el inmovilizado material en curso","Revenue","Credit","N","N",,7330,"S",,"Algebraic","N"
"P.G.A.4","4. APROVISIONAMIENTOS","4. APROVISIONAMIENTOS","Expense","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.4.A","A) CONSUMO DE MERCADERIAS","A) CONSUMO DE MERCADERIAS","Expense","Credit","N","Y",,"P.G.A.4","E",,"Algebraic","N"
600,"Compras de mercaderías","Compras de mercaderías","Expense","Credit","N","Y",,"P.G.A.4.A","C",,"Algebraic","N"
6000,"Compras de mercaderías","Compras de mercaderías","Expense","Credit","N","Y",,600,"D",,"Algebraic","N"
60000,"Compras de mercaderías","Compras de mercaderías","Expense","Credit","Y","N","P_EXPENSE_ACCT",6000,"S",,"Algebraic","N"
"606A","Descuentos sobre compras por pronto pago","Descuentos sobre compras por pronto pago","Expense","Credit","N","Y",,"P.G.A.4.A","C",,"Algebraic","N"
6060,"Descuentos sobre compras por pronto pago de mercaderías","Descuentos sobre compras por pronto pago de mercaderías","Expense","Credit","N","Y",,"606A","D",,"Algebraic","N"
60600,"Descuentos sobre compras por pronto pago de mercaderías","Descuentos sobre compras por pronto pago de mercaderías","Expense","Credit","N","N",,6060,"S",,"Algebraic","N"
"608A","Devoluciones de compras y operaciones similares","Devoluciones de compras y operaciones similares","Expense","Credit","N","Y",,"P.G.A.4.A","C",,"Algebraic","N"
6080,"Devoluciones de compras de mercaderías","Devoluciones de compras de mercaderías","Expense","Credit","N","Y",,"608A","D",,"Algebraic","N"
60800,"Devoluciones de compras de mercaderías","Devoluciones de compras de mercaderías","Expense","Credit","N","N",,6080,"S",,"Algebraic","N"
"609A","“Rappels” por compras","“Rappels” por compras","Expense","Credit","N","Y",,"P.G.A.4.A","C",,"Algebraic","N"
6090,"“Rappels” por compras de mercaderías","“Rappels” por compras de mercaderías","Expense","Credit","N","Y",,"609A","D",,"Algebraic","N"
60900,"“Rappels” por compras de mercaderías","“Rappels” por compras de mercaderías","Expense","Credit","N","N",,6090,"S",,"Algebraic","N"
610,"Variación de existencias de mercaderías","Variación de existencias de mercaderías","Expense","Credit","N","Y",,"P.G.A.4.A","C",,"Algebraic","N"
6100,"Variación de existencias de mercaderías","Variación de existencias de mercaderías","Expense","Credit","N","Y",,610,"D",,"Algebraic","N"
61000,"Variación de existencias de mercaderías","Variación de existencias de mercaderías","Expense","Credit","Y","N","W_DIFFERENCES_ACCT",6100,"S",,"Algebraic","N"
"P.G.A.4.B","B) CONSUMO DE MATERIAS PRIMAS Y OTROS MATERIALES CONSUMIBLES","B) CONSUMO DE MATERIAS PRIMAS Y OTROS MATERIALES CONSUMIBLES","Expense","Credit","N","Y",,"P.G.A.4","E",,"Algebraic","N"
601,"Compras de materias primas","Compras de materias primas","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6010,"Compras de materias primas","Compras de materias primas","Expense","Credit","N","Y",,601,"D",,"Algebraic","N"
60100,"Compras de materias primas","Compras de materias primas","Expense","Credit","N","N",,6010,"S",,"Algebraic","N"
602,"Compras de otros aprovisionamientos","Compras de otros aprovisionamientos","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6020,"Compras de otros aprovisionamientos","Compras de otros aprovisionamientos","Expense","Credit","N","Y",,602,"D",,"Algebraic","N"
60200,"Compras de otros aprovisionamientos","Compras de otros aprovisionamientos","Expense","Credit","N","N",,6020,"S",,"Algebraic","N"
"606B","Descuentos sobre compras por pronto pago","Descuentos sobre compras por pronto pago","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6061,"Descuentos sobre compras por pronto pago de materias primas","Descuentos sobre compras por pronto pago de materias primas","Expense","Credit","N","Y",,"606B","D",,"Algebraic","N"
60610,"Descuentos sobre compras por pronto pago de materias primas","Descuentos sobre compras por pronto pago de materias primas","Expense","Credit","N","N",,6061,"S",,"Algebraic","N"
6062,"Descuentos sobre compras por pronto pago de otros aprovisionamientos","Descuentos sobre compras por pronto pago de otros aprovisionamientos","Expense","Credit","N","Y",,"606B","D",,"Algebraic","N"
60620,"Descuentos sobre compras por pronto pago de otros aprovisionamientos","Descuentos sobre compras por pronto pago de otros aprovisionamientos","Expense","Credit","N","N",,6062,"S",,"Algebraic","N"
"608B","Devoluciones de compras y operaciones similares","Devoluciones de compras y operaciones similares","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6081,"Devoluciones de compras de materias primas","Devoluciones de compras de materias primas","Expense","Credit","N","Y",,"608B","D",,"Algebraic","N"
60810,"Devoluciones de compras de materias primas","Devoluciones de compras de materias primas","Expense","Credit","N","N",,6081,"S",,"Algebraic","N"
6082,"Devoluciones de compras de otros aprovisionamientos","Devoluciones de compras de otros aprovisionamientos","Expense","Credit","N","Y",,"608B","D",,"Algebraic","N"
60820,"Devoluciones de compras de otros aprovisionamientos","Devoluciones de compras de otros aprovisionamientos","Expense","Credit","N","N",,6082,"S",,"Algebraic","N"
"609B","“Rappels” por compras","“Rappels” por compras","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6091,"“Rappels” por compras de materias primas","“Rappels” por compras de materias primas","Expense","Credit","N","Y",,"609B","D",,"Algebraic","N"
60910,"“Rappels” por compras de materias primas","“Rappels” por compras de materias primas","Expense","Credit","N","N",,6091,"S",,"Algebraic","N"
6092,"“Rappels” por compras de otros aprovisionamientos","“Rappels” por compras de otros aprovisionamientos","Expense","Credit","N","Y",,"609B","D",,"Algebraic","N"
60920,"“Rappels” por compras de otros aprovisionamientos","“Rappels” por compras de otros aprovisionamientos","Expense","Credit","N","N",,6092,"S",,"Algebraic","N"
611,"Variación de existencias de materias primas","Variación de existencias de materias primas","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6110,"Variación de existencias de materias primas","Variación de existencias de materias primas","Expense","Credit","N","Y",,611,"D",,"Algebraic","N"
61100,"Variación de existencias de materias primas","Variación de existencias de materias primas","Expense","Credit","N","N",,6110,"S",,"Algebraic","N"
612,"Variación de existencias de otros aprovisionamientos","Variación de existencias de otros aprovisionamientos","Expense","Credit","N","Y",,"P.G.A.4.B","C",,"Algebraic","N"
6120,"Variación de existencias de otros aprovisionamientos","Variación de existencias de otros aprovisionamientos","Expense","Credit","N","Y",,612,"D",,"Algebraic","N"
61200,"Variación de existencias de otros aprovisionamientos","Variación de existencias de otros aprovisionamientos","Expense","Credit","N","N",,6120,"S",,"Algebraic","N"
"P.G.A.4.C","C) TRABAJOS REALIZADOS POR OTRAS EMPRESAS","C) TRABAJOS REALIZADOS POR OTRAS EMPRESAS","Expense","Credit","N","Y",,"P.G.A.4","E",,"Algebraic","N"
607,"Trabajos realizados por otras empresas","Trabajos realizados por otras empresas","Expense","Credit","N","Y",,"P.G.A.4.C","C",,"Algebraic","N"
6070,"Trabajos realizados por otras empresas","Trabajos realizados por otras empresas","Expense","Credit","N","Y",,607,"D",,"Algebraic","N"
60700,"Trabajos realizados por otras empresas","Trabajos realizados por otras empresas","Expense","Credit","N","N",,6070,"S",,"Algebraic","N"
"P.G.A.4.D","D) DETERIORO DE MERCADERIAS. MATERIAS PRIMAS Y OTROS APROVISIONAMIENTOS","D) DETERIORO DE MERCADERIAS. MATERIAS PRIMAS Y OTROS APROVISIONAMIENTOS","Expense","Credit","N","Y",,"P.G.A.4","E",,"Algebraic","N"
"693B","Pérdidas por deterioro de existencias","Pérdidas por deterioro de existencias","Expense","Credit","N","Y",,"P.G.A.4.D","C",,"Algebraic","N"
6931,"Pérdidas por deterioro de mercaderías","Pérdidas por deterioro de mercaderías","Expense","Credit","N","Y",,"693B","D",,"Algebraic","N"
69310,"Pérdidas por deterioro de mercaderías","Pérdidas por deterioro de mercaderías","Expense","Credit","N","N",,6931,"S",,"Algebraic","N"
6932,"Pérdidas por deterioro de materias primas","Pérdidas por deterioro de materias primas","Expense","Credit","N","Y",,"693B","D",,"Algebraic","N"
69320,"Pérdidas por deterioro de materias primas","Pérdidas por deterioro de materias primas","Expense","Credit","N","N",,6932,"S",,"Algebraic","N"
6933,"Pérdidas por deterioro de otros aprovisionamientos","Pérdidas por deterioro de otros aprovisionamientos","Expense","Credit","N","Y",,"693B","D",,"Algebraic","N"
69330,"Pérdidas por deterioro de otros aprovisionamientos","Pérdidas por deterioro de otros aprovisionamientos","Expense","Credit","N","N",,6933,"S",,"Algebraic","N"
"793B","Reversión del deterioro de existencias","Reversión del deterioro de existencias","Revenue","Credit","N","Y",,"P.G.A.4.D","C",,"Algebraic","N"
7931,"Reversión del deterioro de mercaderías","Reversión del deterioro de mercaderías","Revenue","Credit","N","Y",,"793B","D",,"Algebraic","N"
79310,"Reversión del deterioro de mercaderías","Reversión del deterioro de mercaderías","Revenue","Credit","N","N",,7931,"S",,"Algebraic","N"
7932,"Reversión del deterioro de materias primas","Reversión del deterioro de materias primas","Revenue","Credit","N","Y",,"793B","D",,"Algebraic","N"
79320,"Reversión del deterioro de materias primas","Reversión del deterioro de materias primas","Revenue","Credit","N","N",,7932,"S",,"Algebraic","N"
7933,"Reversión del deterioro de otros aprovisionamientos","Reversión del deterioro de otros aprovisionamientos","Revenue","Credit","N","Y",,"793B","D",,"Algebraic","N"
79330,"Reversión del deterioro de otros aprovisionamientos","Reversión del deterioro de otros aprovisionamientos","Revenue","Credit","N","N",,7933,"S",,"Algebraic","N"
"P.G.A.5","5. OTROS INGRESOS DE EXPLOTACION","5. OTROS INGRESOS DE EXPLOTACION","Revenue","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.5.A","A) INGRESOS ACCESORIOS Y OTROS DE GESTION CORRIENTE","A) INGRESOS ACCESORIOS Y OTROS DE GESTION CORRIENTE","Revenue","Credit","N","Y",,"P.G.A.5","E",,"Algebraic","N"
751,"Resultados de operaciones en común","Resultados de operaciones en común","Revenue","Credit","N","Y",,"P.G.A.5.A","C",,"Algebraic","N"
7510,"Pérdida transferida (gestor)","Pérdida transferida (gestor)","Revenue","Credit","N","Y",,751,"D",,"Algebraic","N"
75100,"Pérdida transferida (gestor)","Pérdida transferida (gestor)","Revenue","Credit","N","N",,7510,"S",,"Algebraic","N"
7511,"Beneficio atribuido (partícipe o asociado no gestor)","Beneficio atribuido (partícipe o asociado no gestor)","Revenue","Credit","N","Y",,751,"D",,"Algebraic","N"
75110,"Beneficio atribuido (partícipe o asociado no gestor)","Beneficio atribuido (partícipe o asociado no gestor)","Revenue","Credit","N","N",,7511,"S",,"Algebraic","N"
752,"Ingresos por arrendamientos","Ingresos por arrendamientos","Revenue","Credit","N","Y",,"P.G.A.5.A","C",,"Algebraic","N"
7520,"Ingresos por arrendamientos","Ingresos por arrendamientos","Revenue","Credit","N","Y",,752,"D",,"Algebraic","N"
75200,"Ingresos por arrendamientos","Ingresos por arrendamientos","Revenue","Credit","N","N",,7520,"S",,"Algebraic","N"
753,"Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación","Revenue","Credit","N","Y",,"P.G.A.5.A","C",,"Algebraic","N"
7530,"Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación","Revenue","Credit","N","Y",,753,"D",,"Algebraic","N"
75300,"Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación","Revenue","Credit","N","N",,7530,"S",,"Algebraic","N"
754,"Ingresos por comisiones","Ingresos por comisiones","Revenue","Credit","N","Y",,"P.G.A.5.A","C",,"Algebraic","N"
7540,"Ingresos por comisiones","Ingresos por comisiones","Revenue","Credit","N","Y",,754,"D",,"Algebraic","N"
75400,"Ingresos por comisiones","Ingresos por comisiones","Revenue","Credit","N","N",,7540,"S",,"Algebraic","N"
