"Search Key","Name","Description","Account Type","Account Sign","Document Controlled","Summary Level","Default Account","Parent_Value","Element Level","Operands","Show Value Condition","Title Node"
"A.A.V.2","2. CREDITOS A TERCEROS","2. CREDITOS A TERCEROS","Asset","Debit","N","Y",,"A.A.V","E",,"Algebraic","N"
"242B","Créditos a largo plazo a partes vinculadas","Créditos a largo plazo a partes vinculadas","Asset","Debit","N","Y",,"A.A.V.2","C",,"Algebraic","N"
2425,"Créditos a largo plazo a otras partes vinculadas","Créditos a largo plazo a otras partes vinculadas","Asset","Debit","N","Y",,"242B","D",,"Algebraic","N"
24250,"Créditos a largo plazo a otras partes vinculadas","Créditos a largo plazo a otras partes vinculadas","Asset","Debit","N","N",,2425,"S",,"Algebraic","N"
252,"Créditos a largo plazo","Créditos a largo plazo","Asset","Debit","N","Y",,"A.A.V.2","C",,"Algebraic","N"
2520,"Créditos a largo plazo","Créditos a largo plazo","Asset","Debit","N","Y",,252,"D",,"Algebraic","N"
25200,"Créditos a largo plazo","Créditos a largo plazo","Asset","Debit","N","N",,2520,"S",,"Algebraic","N"
253,"Créditos a largo plazo por enajenación de in movilizado","Créditos a largo plazo por enajenación de in movilizado","Asset","Debit","N","Y",,"A.A.V.2","C",,"Algebraic","N"
2530,"Créditos a largo plazo por enajenación de in movilizado","Créditos a largo plazo por enajenación de in movilizado","Asset","Debit","N","Y",,253,"D",,"Algebraic","N"
25300,"Créditos a largo plazo por enajenación de in movilizado","Créditos a largo plazo por enajenación de in movilizado","Asset","Debit","N","N",,2530,"S",,"Algebraic","N"
254,"Créditos a largo plazo al personal","Créditos a largo plazo al personal","Asset","Debit","N","Y",,"A.A.V.2","C",,"Algebraic","N"
2540,"Créditos a largo plazo al personal","Créditos a largo plazo al personal","Asset","Debit","N","Y",,254,"D",,"Algebraic","N"
25400,"Créditos a largo plazo al personal","Créditos a largo plazo al personal","Asset","Debit","N","N",,2540,"S",,"Algebraic","N"
"295B","Deterioro de valor de créditos a largo plazo a partes vinculadas","Deterioro de valor de créditos a largo plazo a partes vinculadas","Asset","Debit","N","Y",,"A.A.V.2","C",,"Algebraic","N"
2955,"Deterioro de valor de créditos a largo plazo a otras partes vinculadas","Deterioro de valor de créditos a largo plazo a otras partes vinculadas","Asset","Debit","N","Y",,"295B","D",,"Algebraic","N"
29550,"Deterioro de valor de créditos a largo plazo a otras partes vinculadas","Deterioro de valor de créditos a largo plazo a otras partes vinculadas","Asset","Debit","N","N",,2955,"S",,"Algebraic","N"
298,"Deterioro de valor de créditos a largo plazo","Deterioro de valor de créditos a largo plazo","Asset","Debit","N","Y",,"A.A.V.2","C",,"Algebraic","N"
2980,"Deterioro de valor de créditos a largo plazo","Deterioro de valor de créditos a largo plazo","Asset","Debit","N","Y",,298,"D",,"Algebraic","N"
29800,"Deterioro de valor de créditos a lar go plazo","Deterioro de valor de créditos a lar go plazo","Asset","Debit","N","N",,2980,"S",,"Algebraic","N"
"A.A.V.3","3. VALORES REPRESENTATIVOS DE DEUDA","3. VALORES REPRESENTATIVOS DE DEUDA","Asset","Debit","N","Y",,"A.A.V","E",,"Algebraic","N"
"241B","Valores representativos de deuda a largo plazo de partes vinculadas","Valores representativos de deuda a largo plazo de partes vinculadas","Asset","Debit","N","Y",,"A.A.V.3","C",,"Algebraic","N"
2415,"Valores representativos de deuda a largo plazo de otras partes vinculadas","Valores representativos de deuda a largo plazo de otras partes vinculadas","Asset","Debit","N","Y",,"241B","D",,"Algebraic","N"
24150,"Valores representativos de deuda a largo plazo de otras partes vinculadas","Valores representativos de deuda a largo plazo de otras partes vinculadas","Asset","Debit","N","N",,2415,"S",,"Algebraic","N"
251,"Valores representativos de deuda a largo plazo","Valores representativos de deuda a largo plazo","Asset","Debit","N","Y",,"A.A.V.3","C",,"Algebraic","N"
2510,"Valores representativos de deuda a largo plazo","Valores representativos de deuda a largo plazo","Asset","Debit","N","Y",,251,"D",,"Algebraic","N"
25100,"Valores representativos de deuda a largo plazo","Valores representativos de deuda a largo plazo","Asset","Debit","N","N",,2510,"S",,"Algebraic","N"
"294B","Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas","Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas","Asset","Debit","N","Y",,"A.A.V.3","C",,"Algebraic","N"
2945,"Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas","Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas","Asset","Debit","N","Y",,"294B","D",,"Algebraic","N"
29450,"Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas","Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas","Asset","Debit","N","N",,2945,"S",,"Algebraic","N"
297,"Deterioro de valor de valores representativos de deuda a largo plazo","Deterioro de valor de valores representativos de deuda a largo plazo","Asset","Debit","N","Y",,"A.A.V.3","C",,"Algebraic","N"
2970,"Deterioro de valor de valores representativos de deuda a largo plazo","Deterioro de valor de valores representativos de deuda a largo plazo","Asset","Debit","N","Y",,297,"D",,"Algebraic","N"
29700,"Deterioro de valor de valores representativos de deuda a largo plazo","Deterioro de valor de valores representativos de deuda a largo plazo","Asset","Debit","N","N",,2970,"S",,"Algebraic","N"
"A.A.V.4","4. DERIVADOS","4. DERIVADOS","Asset","Debit","N","Y",,"A.A.V","E",,"Algebraic","N"
255,"Activos por derivados financieros a largo plazo","Activos por derivados financieros a largo plazo","Asset","Debit","N","Y",,"A.A.V.4","C",,"Algebraic","N"
2550,"Activos por derivados financieros a largo plazo","Activos por derivados financieros a largo plazo. cartera de negociación","Asset","Debit","N","Y",,255,"D",,"Algebraic","N"
25500,"Activos por derivados financieros a largo plazo. cartera de negociación","Activos por derivados financieros a largo plazo. cartera de negociación","Asset","Debit","N","N",,2550,"S",,"Algebraic","N"
2553,"Activos por derivados financieros a largo plazo. instrumentos de cobertura","Activos por derivados financieros a largo plazo. instrumentos de cobertura","Asset","Debit","N","Y",,255,"D",,"Algebraic","N"
25530,"Activos por derivados financieros a largo plazo. instrumentos de cobertura","Activos por derivados financieros a largo plazo. instrumentos de cobertura","Asset","Debit","N","N",,2553,"S",,"Algebraic","N"
"A.A.V.5","5. OTROS ACTIVOS FINANCIEROS","5. OTROS ACTIVOS FINANCIEROS","Asset","Debit","N","Y",,"A.A.V","E",,"Algebraic","N"
258,"Imposiciones a largo plazo","Imposiciones a largo plazo","Asset","Debit","N","Y",,"A.A.V.5","C",,"Algebraic","N"
2580,"Imposiciones a largo plazo","Imposiciones a largo plazo","Asset","Debit","N","Y",,258,"D",,"Algebraic","N"
25800,"Imposiciones a largo plazo","Imposiciones a largo plazo","Asset","Debit","N","N",,2580,"S",,"Algebraic","N"
260,"Fianzas constituidas a largo plazo","Fianzas constituidas a largo plazo","Asset","Debit","N","Y",,"A.A.V.5","C",,"Algebraic","N"
2600,"Fianzas constituidas a largo plazo","Fianzas constituidas a largo plazo","Asset","Debit","N","Y",,260,"D",,"Algebraic","N"
26000,"Fianzas constituidas a largo plazo","Fianzas constituidas a largo plazo","Asset","Debit","N","N",,2600,"S",,"Algebraic","N"
265,"Depósitos constituidos a largo plazo","Depósitos constituidos a largo plazo","Asset","Debit","N","Y",,"A.A.V.5","C",,"Algebraic","N"
2650,"Depósitos constituidos a largo plazo","Depósitos constituidos a largo plazo","Asset","Debit","N","Y",,265,"D",,"Algebraic","N"
26500,"Depósitos constituidos a largo plazo","Depósitos constituidos a largo plazo","Asset","Debit","N","N",,2650,"S",,"Algebraic","N"
"A.A.V.6","6. OTRAS INVERSIONES","6. OTRAS INVERSIONES","Asset","Debit","N","Y",,"A.A.V","E",,"Algebraic","N"
257,"Derechos de reembolso derivados de contra- tos de seguro relativos a retribuciones a largo plazo al personal ","Derechos de reembolso derivados de contra- tos de seguro relativos a retribuciones a largo plazo al personal ","Asset","Debit","N","Y",,"A.A.V.6","C",,"Algebraic","N"
2570,"Derechos de reembolso derivados de contra- tos de seguro relativos a retribuciones a largo plazo al personal ","Derechos de reembolso derivados de contra- tos de seguro relativos a retribuciones a largo plazo al personal ","Asset","Debit","N","Y",,257,"D",,"Algebraic","N"
25700,"Derechos de reembolso derivados de contra- tos de seguro relativos a retribuciones a largo plazo al personal ","Derechos de reembolso derivados de contra- tos de seguro relativos a retribuciones a largo plazo al personal ","Asset","Debit","N","N",,2570,"S",,"Algebraic","N"
"A.A.VI","VI. ACTIVOS POR IMPUESTO DIFERIDO","VI. ACTIVOS POR IMPUESTO DIFERIDO","Asset","Debit","N","Y",,"A.A","E",,"Algebraic","N"
474,"Activos por impuesto diferido","Activos por impuesto diferido","Asset","Debit","N","Y",,"A.A.VI","C",,"Algebraic","N"
4740,"Activos por diferencias temporarias deducibles","Activos por diferencias temporarias deducibles","Asset","Debit","N","Y",,474,"D",,"Algebraic","N"
47400,"Activos por diferencias temporarias deducibles","Activos por diferencias temporarias deducibles","Asset","Debit","N","N",,4740,"S",,"Algebraic","N"
4742,"Derechos por deducciones y bonificaciones pendientes de aplicar","Derechos por deducciones y bonificaciones pendientes de aplicar","Asset","Debit","N","Y",,474,"D",,"Algebraic","N"
47420,"Derechos por deducciones y bonificaciones pendientes de aplicar","Derechos por deducciones y bonificaciones pendientes de aplicar","Asset","Debit","N","N",,4742,"S",,"Algebraic","N"
4745,"Crédito por pérdidas a compensar del ejercicio","Crédito por pérdidas a compensar del ejercicio","Asset","Debit","N","Y",,474,"D",,"Algebraic","N"
